t,res_kind,mkind,ref_b_x,ref_b_y,ref_b_yaw,contra_b,raw_x,raw_y,raw_yaw,chosen_x,chosen_y,chosen_yaw,ref_a_x,ref_a_y,ref_a_yaw,contra_a,resid_to_ref,reloc_x,reloc_y,reloc_yaw,prior_x,prior_y,prior_yaw
1787423971.678,full,ok,0.3437,0.0065,-3.1406,0,0.3446,0.0085,-3.1402,0.3446,0.0085,-3.1402,0.3441,0.0075,-3.1404,0,0.0021,,,,0.3435,0.0075,-3.1405
1787423971.771,full,ok,0.3441,0.0075,-3.1404,0,0.3459,0.0057,-3.1407,0.3459,0.0057,-3.1407,0.3450,0.0066,-3.1405,0,0.0025,,,,0.3443,0.0081,-3.1403
1787423971.817,full,ok,0.3450,0.0066,-3.1405,0,0.3452,0.0061,-3.1406,0.3452,0.0061,-3.1406,0.3451,0.0063,-3.1406,0,0.0005,,,,0.3443,0.0081,-3.1403
1787423971.909,full,ok,0.3451,0.0063,-3.1406,0,0.3446,0.0066,-3.1406,0.3446,0.0066,-3.1406,0.3449,0.0065,-3.1406,0,0.0006,,,,0.3453,0.0069,-3.1404
1787423971.981,full,ok,0.3449,0.0065,-3.1406,0,0.3421,0.0037,-3.1413,0.3421,0.0037,-3.1413,0.3435,0.0051,-3.1410,0,0.0039,,,,0.3451,0.0069,-3.1406
1787423972.094,full,ok,0.3435,0.0051,-3.1410,0,0.3446,0.0066,-3.1406,0.3446,0.0066,-3.1406,0.3441,0.0058,-3.1408,0,0.0019,,,,0.3438,0.0059,-3.1409
1787423972.157,full,ok,0.3441,0.0058,-3.1408,0,0.3446,0.0033,-3.1413,0.3446,0.0033,-3.1413,0.3443,0.0046,-3.1410,0,0.0026,,,,0.3444,0.0061,-3.1407
1787423972.234,full,ok,0.3443,0.0046,-3.1410,0,0.3433,0.0090,-3.1401,0.3433,0.0090,-3.1401,0.3438,0.0068,-3.1406,0,0.0046,,,,0.3444,0.0061,-3.1407
1787423972.301,full,ok,0.3438,0.0068,-3.1406,0,0.3453,0.0060,-3.1406,0.3453,0.0060,-3.1406,0.3445,0.0064,-3.1406,0,0.0017,,,,0.3446,0.0051,-3.1409
1787423972.403,full,ok,0.3445,0.0064,-3.1406,0,0.3418,0.0082,-3.1404,0.3418,0.0082,-3.1404,0.3432,0.0073,-3.1405,0,0.0033,,,,0.3447,0.0061,-3.1406
1787423972.460,full,ok,0.3432,0.0073,-3.1405,0,0.3445,0.0077,-3.1405,0.3445,0.0077,-3.1405,0.3438,0.0075,-3.1405,0,0.0014,,,,0.3433,0.0067,-3.1407
1787423972.536,full,ok,0.3438,0.0075,-3.1405,0,0.3457,0.0058,-3.1406,0.3457,0.0058,-3.1406,0.3448,0.0067,-3.1406,0,0.0025,,,,0.3433,0.0067,-3.1407
1787423972.603,full,ok,0.3448,0.0067,-3.1406,0,0.3446,0.0066,-3.1406,0.3446,0.0066,-3.1406,0.3447,0.0066,-3.1406,0,0.0002,,,,0.3440,0.0070,-3.1406
1787423972.683,full,ok,0.3447,0.0066,-3.1406,0,0.3439,0.0066,-3.1406,0.3439,0.0066,-3.1406,0.3443,0.0066,-3.1406,0,0.0008,,,,0.3449,0.0064,-3.1407
1787423972.814,full,ok,0.3443,0.0066,-3.1406,0,0.3439,0.0066,-3.1406,0.3439,0.0066,-3.1406,0.3441,0.0066,-3.1406,0,0.0004,,,,0.3446,0.0063,-3.1406
1787423972.970,full,ok,0.3441,0.0066,-3.1406,0,0.3446,0.0066,-3.1406,0.3446,0.0066,-3.1406,0.3444,0.0066,-3.1406,0,0.0005,,,,0.3448,0.0059,-3.1413
1787423973.101,full,ok,0.3444,0.0066,-3.1406,0,0.3436,0.0087,-3.1402,0.3436,0.0087,-3.1402,0.3440,0.0076,-3.1404,0,0.0023,,,,0.3448,0.0060,-3.1408
1787423973.209,full,ok,0.3440,0.0076,-3.1404,0,0.3440,0.0097,-3.1399,0.3440,0.0097,-3.1399,0.3440,0.0087,-3.1401,0,0.0020,,,,0.3443,0.0068,-3.1406
1787423973.252,full,ok,0.3440,0.0087,-3.1401,0,0.3440,0.0097,-3.1399,0.3440,0.0097,-3.1399,0.3440,0.0092,-3.1400,0,0.0010,,,,0.3443,0.0077,-3.1403
1787423973.334,full,ok,0.3440,0.0092,-3.1400,0,0.3440,0.0097,-3.1399,0.3440,0.0097,-3.1399,0.3440,0.0094,-3.1400,0,0.0005,,,,0.3443,0.0077,-3.1403
1787423973.414,full,ok,0.3440,0.0094,-3.1400,0,0.3439,0.0079,-3.1403,0.3439,0.0079,-3.1403,0.3439,0.0087,-3.1401,0,0.0015,,,,0.3442,0.0082,-3.1402
1787423973.474,full,ok,0.3439,0.0087,-3.1401,0,0.3439,0.0079,-3.1403,0.3439,0.0079,-3.1403,0.3439,0.0083,-3.1402,0,0.0008,,,,0.3442,0.0082,-3.1402
1787423973.570,full,ok,0.3439,0.0083,-3.1402,0,0.3439,0.0079,-3.1403,0.3439,0.0079,-3.1403,0.3439,0.0081,-3.1402,0,0.0004,,,,0.3441,0.0079,-3.1403
1787423973.633,full,ok,0.3439,0.0081,-3.1402,0,0.3424,0.0093,-3.1401,0.3424,0.0093,-3.1401,0.3432,0.0087,-3.1402,0,0.0019,,,,0.3441,0.0079,-3.1403
1787423973.693,full,ok,0.3432,0.0087,-3.1402,0,0.3445,0.0091,-3.1402,0.3445,0.0091,-3.1402,0.3438,0.0089,-3.1402,0,0.0014,,,,0.3442,0.0077,-3.1403
1787423973.790,single,ok,0.3438,0.0089,-3.1402,0,0.0127,0.0037,-3.1404,0.0127,0.0037,-3.1404,0.1783,0.0063,-3.1403,0,0.3312,,,,0.3440,0.0082,-3.1404
1787423973.842,full,ok,0.1783,0.0063,-3.1403,0,-1.5440,0.5203,-2.8032,-1.5440,0.5203,-2.8032,-0.6829,0.2633,-2.9718,0,1.7974,,,,0.3216,0.0052,-3.1412
1787423973.914,full,ok,-0.6829,0.2633,-2.9718,0,-1.0778,-0.4794,2.9020,-1.0778,-0.4794,2.9020,-0.8803,-0.1080,3.1067,0,0.8412,,,,0.3216,0.0052,-3.1412
1787423973.974,full,hold,-0.8803,-0.1080,3.1067,0,-3.8631,-0.2300,1.3654,-3.8631,-0.2300,1.3654,-0.8803,-0.1080,3.1067,1,2.9852,,,,-0.8946,-0.0767,3.0341
1787423974.037,full,ok,-0.8803,-0.1080,3.1067,1,-1.3875,0.5438,-2.8147,-1.3875,0.5438,-2.8147,-1.1339,0.2179,-2.9956,0,0.8259,,,,-0.8946,-0.0767,3.0341
1787423974.122,full,ok,-1.1339,0.2179,-2.9956,0,-1.0618,-0.4433,2.9232,-1.0618,-0.4433,2.9232,-1.0979,-0.1127,3.1054,0,0.6651,,,,-0.9811,-0.0736,3.0311
1787423974.179,full,ok,-1.0979,-0.1127,3.1054,0,-0.8606,0.6891,-2.8632,-0.8606,0.6891,-2.8632,-0.9793,0.2882,-3.0205,0,0.8362,,,,-1.0783,0.3180,-2.9348
1787423974.235,none,-,-0.9793,0.2882,-3.0205,0,,,,,,,-0.9793,0.2882,-3.0205,0,,,,,-1.0783,0.3180,-2.9348
1787423974.305,full,ok,-0.9793,0.2882,-3.0205,0,-0.8017,-0.7274,3.0944,-0.8017,-0.7274,3.0944,-0.8905,-0.2196,-3.1046,0,1.0310,,,,-0.9105,-0.0456,-3.0355
1787423974.372,full,ok,-0.8905,-0.2196,-3.1046,0,-0.7715,-0.5870,3.1237,-0.7715,-0.5870,3.1237,-0.8310,-0.4033,-3.1320,0,0.3862,,,,-0.8152,-0.1877,-3.0639
1787423974.453,full,ok,-0.8310,-0.4033,-3.1320,0,-0.7750,-0.5945,3.1217,-0.7750,-0.5945,3.1217,-0.8030,-0.4989,3.1364,0,0.1992,,,,-0.7977,-0.2357,-3.0813
1787423974.553,full,hold,-0.8030,-0.4989,3.1364,0,-2.5871,1.8675,-1.7945,-2.5871,1.8675,-1.7945,-0.8030,-0.4989,3.1364,1,2.9636,,,,-0.7963,-0.2905,-3.0940
1787423974.621,full,ok,-0.8030,-0.4989,3.1364,1,-0.7686,-0.6062,3.1212,-0.7686,-0.6062,3.1212,-0.7858,-0.5526,3.1288,0,0.1127,,,,-0.7963,-0.2905,-3.0940
1787423974.690,full,hold,-0.7858,-0.5526,3.1288,0,-0.7957,1.7880,-1.1558,0.7957,-1.7880,1.9858,-0.7858,-0.5526,3.1288,1,2.0069,,,,-0.9000,-0.3293,-3.0932
1787423974.757,full,hold,-0.7858,-0.5526,3.1288,1,1.9941,0.0115,-3.1382,1.9941,0.0115,-3.1382,-0.7858,-0.5526,3.1288,2,2.8365,,,,-0.8071,-0.3676,-3.1088
1787423974.850,full,hold,-0.7858,-0.5526,3.1288,2,2.1394,-0.0042,3.1398,2.1394,-0.0042,3.1398,-0.7858,-0.5526,3.1288,3,2.9762,,,,-0.8071,-0.3676,-3.1088
1787423974.948,full,hold,-0.7858,-0.5526,3.1288,3,2.1608,0.0046,-3.1408,2.1608,0.0046,-3.1408,-0.7858,-0.5526,3.1288,4,2.9988,,,,-0.9857,-0.4475,-3.1084
1787423974.994,none,-,-0.7858,-0.5526,3.1288,4,,,,,,,-0.7858,-0.5526,3.1288,4,,,,,-0.9857,-0.4475,-3.1084
1787423975.074,none,-,-0.7858,-0.5526,3.1288,4,,,,,,,-0.7858,-0.5526,3.1288,4,,,,,-0.9857,-0.4475,-3.1084
1787423975.124,none,-,-0.7858,-0.5526,3.1288,4,,,,,,,-0.7858,-0.5526,3.1288,4,,,,,-0.9857,-0.4475,-3.1084
1787423975.214,none,-,-0.7858,-0.5526,3.1288,4,,,,,,,-0.7858,-0.5526,3.1288,4,,,,,-1.1139,-0.5059,-3.1081
1787423975.309,none,-,-0.7858,-0.5526,3.1288,4,,,,,,,-0.7858,-0.5526,3.1288,4,,,,,-1.1139,-0.5059,-3.1081
1787423975.361,none,-,-0.7858,-0.5526,3.1288,4,,,,,,,-0.7858,-0.5526,3.1288,4,,,,,-1.2444,-0.5660,-3.1079
1787423975.414,single,ok,-0.7858,-0.5526,3.1288,4,-1.5395,-1.3976,-3.1079,-1.5395,-1.3976,-3.1079,-1.1627,-0.9751,-3.1311,0,1.1324,,,,-1.2444,-0.5660,-3.1079
1787423975.488,single,ok,-1.1627,-0.9751,-3.1311,0,-1.4516,-1.4093,-3.1139,-1.4516,-1.4093,-3.1139,-1.3071,-1.1922,-3.1225,0,0.5215,,,,-1.4103,-0.8058,-3.1139
1787423975.550,single,ok,-1.3071,-1.1922,-3.1225,0,-1.3513,-1.3991,-3.1112,-1.3513,-1.3991,-3.1112,-1.3292,-1.2957,-3.1169,0,0.2116,,,,-1.4659,-0.9466,-3.1112
1787423975.596,single,ok,-1.3292,-1.2957,-3.1169,0,-1.2357,-1.3968,-3.1112,-1.2357,-1.3968,-3.1112,-1.2824,-1.3462,-3.1140,0,0.1377,,,,-1.4659,-0.9466,-3.1112
1787423975.669,single,ok,-1.2824,-1.3462,-3.1140,0,-1.1319,-1.3442,-3.0954,-1.1319,-1.3442,-3.0954,-1.2071,-1.3452,-3.1047,0,0.1506,,,,-1.4610,-1.1084,-3.0954
1787423975.742,single,ok,-1.2071,-1.3452,-3.1047,0,-1.0220,-1.2904,-3.0830,-1.0220,-1.2904,-3.0830,-1.1146,-1.3178,-3.0939,0,0.1931,,,,-1.4497,-1.1703,-3.0830
1787423975.794,single,ok,-1.1146,-1.3178,-3.0939,0,-0.8920,-1.2810,-3.0830,-0.8920,-1.2810,-3.0830,-1.0033,-1.2994,-3.0885,0,0.2256,,,,-1.4497,-1.1703,-3.0830
1787423975.852,single,ok,-1.0033,-1.2994,-3.0885,0,-0.8274,-1.1552,-3.0496,-0.8274,-1.1552,-3.0496,-0.9154,-1.2273,-3.0690,0,0.2275,,,,-1.3844,-1.2542,-3.0496
1787423975.922,none,-,-0.9154,-1.2273,-3.0690,0,,,,,,,-0.9154,-1.2273,-3.0690,0,,,,,-1.3436,-1.2766,-3.0317
1787423976.014,none,-,-0.9154,-1.2273,-3.0690,0,,,,,,,-0.9154,-1.2273,-3.0690,0,,,,,-1.3436,-1.2766,-3.0317
1787423976.080,none,-,-0.9154,-1.2273,-3.0690,0,,,,,,,-0.9154,-1.2273,-3.0690,0,,,,,-1.4355,-1.3869,-3.0290
1787423976.136,none,-,-0.9154,-1.2273,-3.0690,0,,,,,,,-0.9154,-1.2273,-3.0690,0,,,,,-1.4915,-1.4551,-3.0274
1787423976.190,none,-,-0.9154,-1.2273,-3.0690,0,,,,,,,-0.9154,-1.2273,-3.0690,0,,,,,-1.4915,-1.4551,-3.0274
1787423976.244,none,-,-0.9154,-1.2273,-3.0690,0,,,,,,,-0.9154,-1.2273,-3.0690,0,,,,,-1.5487,-1.5256,-3.0258
1787423976.321,none,-,-0.9154,-1.2273,-3.0690,0,,,,,,,-0.9154,-1.2273,-3.0690,0,,,,,-1.5487,-1.5256,-3.0258
1787423976.418,none,-,-0.9154,-1.2273,-3.0690,0,,,,,,,-0.9154,-1.2273,-3.0690,0,,,,,-1.5487,-1.5256,-3.0258
1787423976.477,none,-,-0.9154,-1.2273,-3.0690,0,,,,,,,-0.9154,-1.2273,-3.0690,0,,,,,-1.6635,-1.6688,-3.0226
1787423976.544,none,-,-0.9154,-1.2273,-3.0690,0,,,,,,,-0.9154,-1.2273,-3.0690,0,,,,,-1.6635,-1.6688,-3.0226
1787423976.605,none,-,-0.9154,-1.2273,-3.0690,0,,,,,,,-0.9154,-1.2273,-3.0690,0,,,,,-1.6635,-1.6688,-3.0226
1787423976.669,none,-,-0.9154,-1.2273,-3.0690,0,,,,,,,-0.9154,-1.2273,-3.0690,0,,,,,-1.7814,-1.8189,-3.0194
1787423976.725,none,-,-0.9154,-1.2273,-3.0690,0,,,,,,,-0.9154,-1.2273,-3.0690,0,,,,,-1.8413,-1.8964,-3.0178
1787423976.787,none,-,-0.9154,-1.2273,-3.0690,0,,,,,,,-0.9154,-1.2273,-3.0690,0,,,,,-1.8413,-1.8964,-3.0178
1787423976.854,none,-,-0.9154,-1.2273,-3.0690,0,,,,,,,-0.9154,-1.2273,-3.0690,0,,,,,-1.8413,-1.8964,-3.0178
1787423976.917,none,-,-0.9154,-1.2273,-3.0690,0,,,,,,,-0.9154,-1.2273,-3.0690,0,,,,,-1.8413,-1.8964,-3.0178
1787423976.976,none,-,-0.9154,-1.2273,-3.0690,0,,,,,,,-0.9154,-1.2273,-3.0690,0,,,,,-1.9631,-2.0557,-3.0145
1787423977.054,none,-,-0.9154,-1.2273,-3.0690,0,,,,,,,-0.9154,-1.2273,-3.0690,0,,,,,-1.9631,-2.0557,-3.0145
1787423977.131,none,-,-0.9154,-1.2273,-3.0690,0,,,,,,,-0.9154,-1.2273,-3.0690,0,,,,,-2.0874,-2.2213,-3.0113
1787423977.260,none,-,-0.9154,-1.2273,-3.0690,0,,,,,,,-0.9154,-1.2273,-3.0690,0,,,,,-2.0874,-2.2213,-3.0113
1787423977.408,none,-,-0.9154,-1.2273,-3.0690,0,,,,,,,-0.9154,-1.2273,-3.0690,0,,,,,-2.2142,-2.3930,-3.0081
1787423977.491,none,-,-0.9154,-1.2273,-3.0690,0,,,,,,,-0.9154,-1.2273,-3.0690,0,,,,,-2.2142,-2.3930,-3.0081
1787423977.554,single,hold,-0.9154,-1.2273,-3.0690,0,-2.2342,0.0043,0.0000,2.2342,-0.0043,3.1416,-0.9154,-1.2273,-3.0690,1,3.3787,,,,-2.1800,0.0000,0.0000
1787423977.622,single,hold,-0.9154,-1.2273,-3.0690,1,-2.2130,-0.0021,0.0000,2.2130,0.0021,3.1416,-0.9154,-1.2273,-3.0690,2,3.3613,,,,-2.1800,0.0000,0.0000
1787423977.824,single,ok,-2.1800,0.0000,0.0000,0,-2.0494,-0.0021,0.0000,-2.0494,-0.0021,0.0000,-2.1147,-0.0010,0.0000,0,0.1306,,,,-2.1800,0.0000,0.0000
1787423977.907,single,ok,-2.1147,-0.0010,0.0000,0,-1.9522,-0.0089,0.0000,-1.9522,-0.0089,0.0000,-2.0334,-0.0050,0.0000,0,0.1627,,,,-2.1800,0.0000,0.0000
1787423977.992,single,ok,-2.0334,-0.0050,0.0000,0,-1.8220,-0.0032,-0.0000,-1.8220,-0.0032,-0.0000,-1.9277,-0.0041,-0.0000,0,0.2115,,,,-2.1446,-0.0018,-0.0000
1787423978.044,single,ok,-1.9277,-0.0041,-0.0000,0,-1.7683,0.0066,0.0000,-1.7683,0.0066,0.0000,-1.8480,0.0012,0.0000,0,0.1598,,,,-2.1102,-0.0019,0.0000
1787423978.114,single,ok,-1.8480,0.0012,0.0000,0,-1.5322,-0.0015,0.0000,-1.5322,-0.0015,0.0000,-1.6901,-0.0001,0.0000,0,0.3158,,,,-2.1102,-0.0019,0.0000
1787423978.200,single,ok,-1.6901,-0.0001,0.0000,0,-1.3935,0.0030,0.0000,-1.3935,0.0030,0.0000,-1.5418,0.0014,0.0000,0,0.2966,,,,-2.0124,-0.0011,0.0000
1787423978.255,single,ok,-1.5418,0.0014,0.0000,0,-1.3065,0.0091,0.0000,-1.3065,0.0091,0.0000,-1.4241,0.0053,0.0000,0,0.2354,,,,-1.9375,-0.0008,0.0000
1787423978.315,single,ok,-1.4241,0.0053,0.0000,0,-1.1956,0.0039,0.0000,-1.1956,0.0039,0.0000,-1.3099,0.0046,0.0000,0,0.2286,,,,-1.9375,-0.0008,0.0000
1787423978.380,single,ok,-1.3099,0.0046,0.0000,0,-1.1052,0.0047,0.0000,-1.1052,0.0047,0.0000,-1.2075,0.0046,0.0000,0,0.2047,,,,-1.7809,0.0002,0.0000
1787423978.445,none,-,-2.1800,0.0000,0.0000,0,,,,,,,-2.1800,0.0000,0.0000,0,,,,,-2.1800,0.0000,0.0000
1787423978.518,none,-,-2.1800,0.0000,0.0000,0,,,,,,,-2.1800,0.0000,0.0000,0,,,,,-2.1800,0.0000,0.0000
1787423978.616,single,ok,-2.1800,0.0000,0.0000,0,-3.0999,0.0551,0.0000,-3.0999,0.0551,0.0000,-2.6400,0.0275,0.0000,0,0.9216,,,,-2.1800,0.0000,0.0000
1787423978.821,none,-,-2.6400,0.0275,0.0000,0,,,,,,,-2.6400,0.0275,0.0000,0,,,,,-2.5701,0.0189,0.0000
1787423978.868,none,-,-2.1800,0.0000,0.0000,0,,,,,,,-2.1800,0.0000,0.0000,0,,,,,-2.5701,0.0189,0.0000
1787423978.920,none,-,-2.1800,0.0000,0.0000,0,,,,,,,-2.1800,0.0000,0.0000,0,,,,,-2.5701,0.0189,0.0000
1787423978.968,none,-,-2.1800,0.0000,0.0000,0,,,,,,,-2.1800,0.0000,0.0000,0,,,,,-2.1800,0.0000,0.0000
1787423979.039,none,-,-2.1800,0.0000,0.0000,0,,,,,,,-2.1800,0.0000,0.0000,0,,,,,-2.1800,0.0000,0.0000
1787423979.095,none,-,-2.1800,0.0000,0.0000,0,,,,,,,-2.1800,0.0000,0.0000,0,,,,,-2.1800,0.0000,0.0000
1787423979.155,none,-,-2.1800,0.0000,0.0000,0,,,,,,,-2.1800,0.0000,0.0000,0,,,,,-2.1800,0.0000,0.0000
1787423979.304,full,ok,-2.1800,0.0000,0.0000,0,-2.1914,0.0333,-0.0030,-2.1914,0.0333,-0.0030,-2.1857,0.0166,-0.0015,0,0.0352,,,,-2.1800,0.0000,0.0000
1787423979.368,full,ok,-2.1857,0.0166,-0.0015,0,-2.1778,0.0315,-0.0036,-2.1778,0.0315,-0.0036,-2.1817,0.0241,-0.0025,0,0.0168,,,,-2.1896,0.0322,-0.0027
1787423979.472,full,ok,-2.1817,0.0241,-0.0025,0,-2.1647,0.0365,-0.0068,-2.1647,0.0365,-0.0068,-2.1732,0.0303,-0.0047,0,0.0211,,,,-2.1833,0.0318,-0.0037
1787423979.563,full,ok,-2.1732,0.0303,-0.0047,0,-2.1110,0.0099,0.0009,-2.1110,0.0099,0.0009,-2.1421,0.0201,-0.0019,0,0.0654,,,,-2.1717,0.0352,-0.0065
1787423979.653,full,ok,-2.1421,0.0201,-0.0019,0,-2.0980,0.0092,-0.0007,-2.0980,0.0092,-0.0007,-2.1201,0.0147,-0.0013,0,0.0454,,,,-2.1358,0.0168,-0.0007
1787423979.763,full,ok,-2.1800,0.0000,0.0000,0,-2.0688,0.0089,0.0001,-2.0688,0.0089,0.0001,-2.1244,0.0045,0.0001,0,0.1115,,,,-2.1026,0.0091,-0.0007
1787423979.891,full,ok,-2.1244,0.0045,0.0001,0,-2.0702,0.0109,-0.0030,-2.0702,0.0109,-0.0030,-2.0973,0.0077,-0.0014,0,0.0546,,,,-2.0800,0.0091,0.0001
1787423980.031,full,ok,-2.1800,0.0000,0.0000,0,-2.0189,-0.0011,0.0002,-2.0189,-0.0011,0.0002,-2.0994,-0.0005,0.0001,0,0.1611,,,,-2.0735,0.0104,-0.0028
1787423980.079,full,ok,-2.0994,-0.0005,0.0001,0,-2.0562,0.0048,-0.0024,-2.0562,0.0048,-0.0024,-2.0778,0.0021,-0.0012,0,0.0436,,,,-2.1800,0.0000,0.0000
1787423980.173,full,ok,-2.0778,0.0021,-0.0012,0,-2.0480,0.0118,-0.0041,-2.0480,0.0118,-0.0041,-2.0629,0.0069,-0.0027,0,0.0313,,,,-2.0431,0.0031,-0.0021
1787423980.235,full,ok,-2.0629,0.0069,-0.0027,0,-2.0248,-0.0003,0.0007,-2.0248,-0.0003,0.0007,-2.0439,0.0033,-0.0010,0,0.0388,,,,-2.0431,0.0031,-0.0021
1787423980.373,full,ok,-2.1800,0.0000,0.0000,0,-1.8275,0.0470,-0.0404,-1.8275,0.0470,-0.0404,-2.0037,0.0235,-0.0202,0,0.3556,,,,-2.1800,0.0000,0.0000
1787423980.421,full,ok,-2.0037,0.0235,-0.0202,0,-2.0724,0.0058,-0.0021,-2.0724,0.0058,-0.0021,-2.0381,0.0147,-0.0112,0,0.0709,,,,-2.1800,0.0000,0.0000
1787423980.488,full,ok,-2.0381,0.0147,-0.0112,0,-1.9861,0.0319,-0.0161,-1.9861,0.0319,-0.0161,-2.0121,0.0233,-0.0136,0,0.0548,,,,-1.8438,0.0460,-0.0400
1787423980.579,full,ok,-2.0121,0.0233,-0.0136,0,-2.0562,-0.0037,0.0021,-2.0562,-0.0037,0.0021,-2.0341,0.0098,-0.0058,0,0.0517,,,,-1.9826,0.0270,-0.0147
1787423980.612,full,ok,-2.1800,0.0000,0.0000,0,-2.1097,-0.0059,0.0023,-2.1097,-0.0059,0.0023,-2.1449,-0.0030,0.0011,0,0.0705,,,,-1.9826,0.0270,-0.0147
1787423980.680,full,ok,-2.1449,-0.0030,0.0011,0,-2.1417,0.0073,-0.0025,-2.1417,0.0073,-0.0025,-2.1433,0.0022,-0.0007,0,0.0108,,,,-2.0909,-0.0048,0.0021
1787423980.751,full,ok,-2.1433,0.0022,-0.0007,0,-2.1406,0.0093,-0.0026,-2.1406,0.0093,-0.0026,-2.1419,0.0058,-0.0017,0,0.0076,,,,-2.1168,0.0030,-0.0015
1787423980.814,full,ok,-2.1419,0.0058,-0.0017,0,-2.1584,-0.0049,0.0029,-2.1584,-0.0049,0.0029,-2.1502,0.0004,0.0006,0,0.0196,,,,-2.1168,0.0030,-0.0015
1787423980.902,full,ok,-2.1800,0.0000,0.0000,0,-2.1739,0.0076,-0.0001,-2.1739,0.0076,-0.0001,-2.1769,0.0038,-0.0001,0,0.0098,,,,-2.1417,-0.0006,0.0019
1787423981.069,full,ok,-2.1769,0.0038,-0.0001,0,-2.2238,0.0057,0.0012,-2.2238,0.0057,0.0012,-2.2004,0.0048,0.0006,0,0.0469,,,,-2.1744,0.0074,-0.0001
1787423981.156,none,-,-2.2004,0.0048,0.0006,0,,,,,,,-2.2004,0.0048,0.0006,0,,,,,-2.1954,0.0061,0.0011
1787423981.250,none,-,-2.2004,0.0048,0.0006,0,,,,,,,-2.2004,0.0048,0.0006,0,,,,,-2.1954,0.0061,0.0011
1787423981.335,none,-,-2.2004,0.0048,0.0006,0,,,,,,,-2.2004,0.0048,0.0006,0,,,,,-2.1954,0.0061,0.0011
1787423981.382,none,-,-2.2004,0.0048,0.0006,0,,,,,,,-2.2004,0.0048,0.0006,0,,,,,-2.1954,0.0061,0.0011
1787423981.456,none,-,-2.2004,0.0048,0.0006,0,,,,,,,-2.2004,0.0048,0.0006,0,,,,,-2.1954,0.0061,0.0011
1787423981.532,none,-,-2.2004,0.0048,0.0006,0,,,,,,,-2.2004,0.0048,0.0006,0,,,,,-2.1954,0.0061,0.0011
1787423981.587,none,-,-2.2004,0.0048,0.0006,0,,,,,,,-2.2004,0.0048,0.0006,0,,,,,-2.1954,0.0061,0.0011
1787423981.670,none,-,-2.2004,0.0048,0.0006,0,,,,,,,-2.2004,0.0048,0.0006,0,,,,,-2.1954,0.0061,0.0011
1787423981.772,none,-,-2.2004,0.0048,0.0006,0,,,,,,,-2.2004,0.0048,0.0006,0,,,,,-2.1954,0.0061,0.0011
1787423981.837,single,ok,-2.2004,0.0048,0.0006,0,-2.5824,-0.0083,0.0011,-2.5824,-0.0083,0.0011,-2.3914,-0.0018,0.0008,0,0.3823,,,,-2.1954,0.0061,0.0011
1787423981.899,single,ok,-2.3914,-0.0018,0.0008,0,-2.5935,0.0090,0.0011,-2.5935,0.0090,0.0011,-2.4924,0.0036,0.0009,0,0.2024,,,,-2.1954,0.0061,0.0011
1787423981.965,none,-,-2.4924,0.0036,0.0009,0,,,,,,,-2.4924,0.0036,0.0009,0,,,,,-2.4139,0.0047,0.0011
1787423982.030,none,-,-2.4924,0.0036,0.0009,0,,,,,,,-2.4924,0.0036,0.0009,0,,,,,-2.4145,0.0047,0.0011
1787423982.095,none,-,-2.4924,0.0036,0.0009,0,,,,,,,-2.4924,0.0036,0.0009,0,,,,,-2.4145,0.0047,0.0011
1787423982.160,none,-,-2.4924,0.0036,0.0009,0,,,,,,,-2.4924,0.0036,0.0009,0,,,,,-2.4150,0.0047,0.0011
1787423982.224,none,-,-2.4924,0.0036,0.0009,0,,,,,,,-2.4924,0.0036,0.0009,0,,,,,-2.4150,0.0047,0.0011
1787423982.289,none,-,-2.4924,0.0036,0.0009,0,,,,,,,-2.4924,0.0036,0.0009,0,,,,,-2.4150,0.0047,0.0011
1787423982.377,none,-,-2.4924,0.0036,0.0009,0,,,,,,,-2.4924,0.0036,0.0009,0,,,,,-2.4160,0.0047,0.0011
1787423982.420,none,-,-2.4924,0.0036,0.0009,0,,,,,,,-2.4924,0.0036,0.0009,0,,,,,-2.4160,0.0047,0.0011
1787423982.486,none,-,-2.4924,0.0036,0.0009,0,,,,,,,-2.4924,0.0036,0.0009,0,,,,,-2.4166,0.0047,0.0011
1787423982.549,none,-,-2.4924,0.0036,0.0009,0,,,,,,,-2.4924,0.0036,0.0009,0,,,,,-2.4166,0.0047,0.0011
1787423982.640,none,-,-2.4924,0.0036,0.0009,0,,,,,,,-2.4924,0.0036,0.0009,0,,,,,-2.4177,0.0047,0.0011
1787423982.746,none,-,-2.4924,0.0036,0.0009,0,,,,,,,-2.4924,0.0036,0.0009,0,,,,,-2.4183,0.0047,0.0011
1787423982.813,none,-,-2.4924,0.0036,0.0009,0,,,,,,,-2.4924,0.0036,0.0009,0,,,,,-2.4183,0.0047,0.0011
1787423982.873,none,-,-2.4924,0.0036,0.0009,0,,,,,,,-2.4924,0.0036,0.0009,0,,,,,-2.4189,0.0047,0.0011
1787423982.943,none,-,-2.4924,0.0036,0.0009,0,,,,,,,-2.4924,0.0036,0.0009,0,,,,,-2.4189,0.0047,0.0011
1787423983.003,none,-,-2.4924,0.0036,0.0009,0,,,,,,,-2.4924,0.0036,0.0009,0,,,,,-2.4189,0.0047,0.0011
1787423983.076,none,-,-2.4924,0.0036,0.0009,0,,,,,,,-2.4924,0.0036,0.0009,0,,,,,-2.4202,0.0047,0.0011
